"id","project","task","created_date","finished_date","cycle_time_days"
"P1-T3291",1,3291,2017-04-30,2017-05-05,5
"P1-T3290",1,3290,2017-07-21,2017-07-20,-1
"P1-T3293",1,3293,2017-04-26,2017-05-05,9
"P1-T3292",1,3292,2017-04-30,2017-04-29,-1
"P1-T3295",1,3295,2017-04-24,2017-04-23,-1
"P0-T1833",0,1833,2014-03-24,2016-04-27,765
"P0-T1834",0,1834,2014-03-08,2014-03-07,-1
"P1-T3294",1,3294,2017-07-21,2017-07-20,-1
"P1-T3297",1,3297,2017-04-24,2017-04-25,1
"P1-T3296",1,3296,2017-07-21,2017-07-20,-1
"P1-T3299",1,3299,2017-04-27,2017-05-02,5
"P0-T1838",0,1838,2014-03-08,2014-03-07,-1
"P1-T3298",1,3298,2017-07-18,2017-07-26,8
"P0-T1836",0,1836,2014-03-04,2014-03-05,1
"P1-T3200",1,3200,2017-06-30,2017-06-29,-1
"P1-T3202",1,3202,2017-10-03,2017-10-02,-1
"P1-T3201",1,3201,2017-03-27,2017-03-29,2
"P1-T3204",1,3204,2017-03-27,2017-03-26,-1
"P1-T3203",1,3203,2017-03-27,2017-04-06,10
"P1-T3206",1,3206,2017-03-28,2017-03-29,1
"P1-T3205",1,3205,2017-07-02,2017-07-01,-1
"P1-T3208",1,3208,2017-03-28,2017-03-29,1
"P1-T3207",1,3207,2017-06-16,2017-06-15,-1
"P1-T3209",1,3209,2017-06-16,2017-06-15,-1
"P1-T3211",1,3211,2017-03-28,2017-03-31,3
"P1-T3210",1,3210,2017-03-28,2017-04-10,13
"P1-T3213",1,3213,2017-03-28,2017-03-29,1
"P1-T3212",1,3212,2017-03-28,2017-03-29,1
"P1-T3583",1,3583,2017-08-27,2017-08-26,-1
"P1-T3585",1,3585,2017-06-16,2017-06-30,14
"P1-T3587",1,3587,2017-08-29,2017-08-28,-1
"P1-T3586",1,3586,2017-07-26,2017-07-25,-1
"P1-T3589",1,3589,2017-07-26,2017-07-25,-1
"P1-T3588",1,3588,2017-08-29,2017-08-28,-1
"P1-T3592",1,3592,2017-06-19,2017-08-14,56
"P1-T3591",1,3591,2017-08-29,2017-08-28,-1
"P1-T3594",1,3594,2017-06-21,2017-06-28,7
"P1-T3593",1,3593,2017-06-19,2017-07-21,32
"P1-T3500",1,3500,2017-05-22,2017-05-23,1
"P1-T3503",1,3503,2017-05-23,2017-05-24,1
"P1-T3502",1,3502,2017-05-23,2017-05-24,1
"P1-T3505",1,3505,2017-08-11,2017-08-10,-1
"P1-T3504",1,3504,2017-05-23,2017-05-24,1
"P1-T3507",1,3507,2017-08-03,2017-08-02,-1
"P1-T3506",1,3506,2017-06-10,2017-06-18,8
"P1-T3508",1,3508,2017-07-26,2017-07-25,-1
"P1-T3510",1,3510,2017-08-09,2017-08-08,-1
"P1-T3512",1,3512,2017-05-29,2017-07-28,60
"P1-T3511",1,3511,2017-08-11,2017-08-10,-1
"P1-T3514",1,3514,2017-05-23,2017-05-24,1
"P1-T3513",1,3513,2017-07-26,2017-07-25,-1
"P1-T3516",1,3516,2017-05-30,2017-06-03,4
"P1-T3515",1,3515,2017-05-23,2017-05-24,1
"P1-T3518",1,3518,2017-06-11,2017-06-12,1
"P1-T3517",1,3517,2017-05-24,2017-05-27,3
"P1-T3519",1,3519,2017-08-12,2017-08-11,-1
"P1-T3521",1,3521,2017-05-29,2017-07-05,37
"P1-T3520",1,3520,2017-05-26,2017-05-30,4
"P1-T3523",1,3523,2017-07-16,2017-07-15,-1
"P1-T3522",1,3522,2017-08-15,2017-08-14,-1
"P1-T3525",1,3525,2017-05-29,2017-05-28,-1
"P1-T3524",1,3524,2017-05-29,2017-06-03,5
"P1-T3534",1,3534,2017-05-30,2017-06-01,2
"P1-T3535",1,3535,2017-06-07,2017-06-08,1
"P1-T3538",1,3538,2017-05-31,2017-06-01,1
"P1-T3537",1,3537,2017-05-30,2017-05-31,1
"P1-T2209",1,2209,2016-09-13,2016-09-14,1
"P1-T3539",1,3539,2017-06-04,2017-07-06,32
"P1-T3541",1,3541,2017-05-31,2017-06-04,4
"P1-T2210",1,2210,2017-05-08,2017-09-30,145
"P1-T3540",1,3540,2017-07-03,2017-08-02,30
"P1-T2211",1,2211,2016-09-07,2016-09-21,14
"P1-T3543",1,3543,2017-09-30,2017-11-13,44
"P1-T2212",1,2212,2016-09-07,2016-09-25,18
"P1-T3542",1,3542,2017-06-12,2017-06-16,4
"P1-T3545",1,3545,2017-06-17,2017-06-18,1
"P1-T3547",1,3547,2017-06-08,2017-06-07,-1
"P1-T2216",1,2216,2016-09-11,2016-09-18,7
"P1-T3546",1,3546,2017-06-13,2017-06-25,12
"P1-T2217",1,2217,2016-09-14,2016-09-19,5
"P1-T3549",1,3549,2017-06-06,2017-06-07,1
"P1-T2218",1,2218,2016-09-12,2016-09-21,9
"P1-T3548",1,3548,2017-06-06,2017-06-09,3
"P1-T2219",1,2219,2016-09-20,2016-09-25,5
"P1-T3550",1,3550,2017-06-06,2017-06-07,1
"P1-T2220",1,2220,2016-09-16,2016-09-17,1
"P1-T3552",1,3552,2017-06-06,2017-06-07,1
"P1-T2221",1,2221,2016-09-16,2016-09-21,5
"P1-T3551",1,3551,2017-06-10,2017-06-13,3
"P1-T3554",1,3554,2017-08-21,2017-08-20,-1
"P1-T2223",1,2223,2016-09-18,2016-09-23,5
"P1-T3553",1,3553,2017-06-06,2017-06-26,20
"P1-T2224",1,2224,2016-09-30,2016-09-29,-1
"P1-T3556",1,3556,2017-06-12,2017-06-20,8
"P1-T2225",1,2225,2016-09-28,2016-09-27,-1
"P1-T3555",1,3555,2017-06-12,2017-06-11,-1
"P1-T2226",1,2226,2016-09-16,2016-09-15,-1
"P1-T3558",1,3558,2017-08-23,2017-08-22,-1
"P1-T3557",1,3557,2017-06-08,2017-07-01,23
"P1-T3559",1,3559,2017-08-23,2017-08-22,-1
"P1-T3561",1,3561,2017-06-09,2017-06-15,6
"P1-T2230",1,2230,2016-09-27,2016-09-29,2
"P1-T3560",1,3560,2017-08-23,2017-08-22,-1
"P1-T2231",1,2231,2016-09-19,2016-09-25,6
"P1-T3563",1,3563,2017-08-25,2017-08-24,-1
"P1-T2232",1,2232,2016-09-25,2016-09-27,2
"P1-T3562",1,3562,2017-06-09,2017-06-10,1
"P1-T2233",1,2233,2016-10-09,2016-10-13,4
"P1-T2234",1,2234,2016-09-25,2016-09-27,2
"P1-T3564",1,3564,2017-06-12,2017-06-13,1
"P1-T2235",1,2235,2016-09-19,2016-09-24,5
"P1-T2236",1,2236,2016-11-26,2017-01-07,42
"P1-T2237",1,2237,2016-09-17,2016-09-23,6
"P1-T3462",1,3462,2017-05-20,2017-05-30,10
"P1-T3464",1,3464,2017-05-16,2017-05-15,-1
"P1-T3463",1,3463,2017-05-16,2017-05-15,-1
"P1-T3466",1,3466,2017-05-16,2017-05-15,-1
"P1-T3465",1,3465,2017-06-02,2017-06-04,2
"P1-T3468",1,3468,2017-06-26,2017-07-17,21
"P1-T3467",1,3467,2017-05-16,2017-07-03,48
"P1-T2138",1,2138,2016-09-01,2016-09-03,2
"P1-T3469",1,3469,2017-05-22,2017-05-21,-1
"P1-T2140",1,2140,2016-11-09,2016-11-08,-1
"P1-T3470",1,3470,2017-05-16,2017-05-17,1
"P1-T2141",1,2141,2016-09-06,2016-09-09,3
"P1-T2143",1,2143,2016-09-10,2016-09-29,19
"P1-T3475",1,3475,2017-05-17,2017-05-18,1
"P1-T3474",1,3474,2017-05-31,2017-06-02,2
"P1-T2146",1,2146,2016-08-29,2016-09-10,12
"P1-T3476",1,3476,2017-05-19,2017-05-18,-1
"P1-T2147",1,2147,2016-08-31,2016-10-30,60
"P1-T2148",1,2148,2016-09-14,2016-09-26,12
"P1-T2149",1,2149,2016-11-12,2016-11-11,-1
"P1-T2150",1,2150,2016-09-02,2016-09-10,8
"P1-T2151",1,2151,2016-09-14,2016-09-13,-1
"P1-T3486",1,3486,2017-05-26,2017-06-01,6
"P1-T3485",1,3485,2017-05-22,2017-05-28,6
"P1-T2156",1,2156,2016-09-03,2016-09-23,20
"P1-T3488",1,3488,2017-05-22,2017-05-24,2
"P1-T2157",1,2157,2016-10-15,2016-10-14,-1
"P1-T3487",1,3487,2017-05-26,2017-05-28,2
"P1-T3489",1,3489,2017-05-20,2017-06-02,13
"P1-T3491",1,3491,2017-05-28,2017-06-04,7
"P1-T3490",1,3490,2017-05-22,2017-06-01,10
"P1-T3493",1,3493,2017-08-09,2017-08-08,-1
"P1-T3495",1,3495,2017-08-09,2017-08-08,-1
"P1-T3494",1,3494,2017-05-19,2017-05-20,1
"P1-T3497",1,3497,2017-08-10,2017-08-09,-1
"P1-T3496",1,3496,2017-07-17,2017-08-10,24
"P1-T3499",1,3499,2017-08-10,2017-08-09,-1
"P1-T3498",1,3498,2017-07-11,2017-07-10,-1
"P1-T2172",1,2172,2016-11-28,2016-12-03,5
"P1-T2173",1,2173,2016-09-07,2016-09-06,-1
"P1-T2178",1,2178,2016-09-07,2016-09-28,21
"P1-T2179",1,2179,2016-09-17,2016-09-19,2
"P1-T2180",1,2180,2016-09-07,2016-09-12,5
"P1-T3406",1,3406,2017-06-03,2017-06-02,-1
"P1-T3419",1,3419,2017-05-03,2017-05-04,1
"P1-T3420",1,3420,2017-05-03,2017-05-05,2
"P1-T3422",1,3422,2017-05-04,2017-05-05,1
"P1-T3426",1,3426,2017-05-10,2017-05-11,1
"P1-T3425",1,3425,2017-05-04,2017-05-05,1
"P1-T3427",1,3427,2017-05-08,2017-05-14,6
"P1-T3429",1,3429,2017-05-18,2017-05-20,2
"P1-T3431",1,3431,2017-06-07,2017-06-06,-1
"P1-T2100",1,2100,2017-03-27,2017-08-09,135
"P1-T3430",1,3430,2017-05-09,2017-06-17,39
"P1-T3432",1,3432,2017-05-08,2017-05-10,2
"P1-T3436",1,3436,2017-05-08,2017-05-12,4
"P1-T3439",1,3439,2017-06-14,2017-06-19,5
"P1-T3438",1,3438,2017-06-16,2017-06-15,-1
"P1-T2109",1,2109,2016-09-19,2016-09-25,6
"P1-T2110",1,2110,2016-08-22,2016-08-23,1
"P1-T3442",1,3442,2017-06-21,2017-06-23,2
"P1-T2111",1,2111,2016-08-22,2016-08-26,4
"P1-T3441",1,3441,2017-05-10,2017-05-11,1
"P1-T2112",1,2112,2016-11-06,2016-11-05,-1
"P1-T3443",1,3443,2017-05-11,2017-05-17,6
"P1-T2113",1,2113,2017-01-27,2017-01-26,-1
"P1-T3446",1,3446,2017-05-13,2017-05-24,11
"P1-T3448",1,3448,2017-05-20,2017-05-19,-1
"P1-T3447",1,3447,2017-05-14,2017-05-15,1
"P1-T3449",1,3449,2017-05-14,2017-05-15,1
"P1-T3451",1,3451,2017-05-23,2017-06-06,14
"P1-T3450",1,3450,2017-05-15,2017-05-16,1
"P1-T3452",1,3452,2017-05-15,2017-05-14,-1
"P0-T8166",0,8166,2017-01-13,2017-01-16,3
"P0-T8140",0,8140,2016-12-09,2016-12-08,-1
"P0-T8153",0,8153,2016-12-12,2016-12-11,-1
"P0-T8185",0,8185,2017-01-05,2017-01-04,-1
"P0-T8184",0,8184,2016-12-30,2016-12-29,-1
"P0-T8187",0,8187,2016-11-16,2016-11-17,1
"P0-T8186",0,8186,2017-01-10,2017-01-09,-1
"P0-T8196",0,8196,2016-11-22,2016-11-25,3
"P0-T8198",0,8198,2016-11-24,2016-11-25,1
"P0-T8197",0,8197,2016-12-17,2016-12-16,-1
"P0-T8119",0,8119,2016-12-06,2016-12-11,5
"P0-T8127",0,8127,2016-12-03,2016-12-06,3
"P0-T8103",0,8103,2016-11-17,2016-11-24,7
"P0-T8111",0,8111,2016-11-21,2016-12-05,14
"P1-T2",1,2,2015-01-18,2015-01-17,-1
"P1-T3",1,3,2015-01-23,2015-01-22,-1
"P1-T4",1,4,2015-01-31,2015-01-30,-1
"P1-T5",1,5,2015-01-31,2015-01-30,-1
"P1-T6",1,6,2015-02-16,2015-02-15,-1
"P1-T7",1,7,2015-02-16,2015-02-15,-1
"P1-T9",1,9,2015-02-03,2015-02-05,2
"P1-T1957",1,1957,2016-08-07,2016-08-12,5
"P1-T1972",1,1972,2016-08-01,2016-08-13,12
"P1-T1973",1,1973,2016-07-30,2016-07-29,-1
"P1-T1976",1,1976,2016-07-29,2016-08-21,23
"P1-T1977",1,1977,2016-07-29,2016-10-31,94
"P1-T1982",1,1982,2016-08-03,2016-08-12,9
"P1-T1984",1,1984,2016-08-06,2016-08-09,3
"P0-T8059",0,8059,2016-10-24,2016-10-27,3
"P0-T8058",0,8058,2016-10-24,2016-10-27,3
"P0-T8019",0,8019,2016-10-08,2016-10-10,2
"P1-T1900",1,1900,2016-10-09,2016-10-08,-1
"P1-T1901",1,1901,2016-10-09,2016-10-08,-1
"P0-T8035",0,8035,2016-10-09,2016-10-17,8
"P0-T8036",0,8036,2016-10-11,2016-10-18,7
"P0-T8082",0,8082,2017-01-11,2017-01-10,-1
"P0-T8084",0,8084,2016-12-07,2016-12-17,10
"P0-T8083",0,8083,2016-11-16,2016-11-21,5
"P0-T8080",0,8080,2016-11-07,2016-11-12,5
"P0-T8086",0,8086,2016-12-19,2016-12-18,-1
"P0-T8085",0,8085,2016-12-11,2016-12-19,8
"P0-T8095",0,8095,2016-11-13,2016-11-20,7
"P1-T1924",1,1924,2016-07-21,2016-09-03,44
"P1-T1925",1,1925,2016-10-05,2016-12-06,62
"P1-T1926",1,1926,2016-07-23,2016-08-16,24
"P1-T1927",1,1927,2016-10-22,2016-10-21,-1
"P1-T1928",1,1928,2016-07-20,2016-08-09,20
"P1-T1929",1,1929,2016-07-20,2016-08-29,40
"P1-T1930",1,1930,2016-07-23,2016-08-01,9
"P0-T8061",0,8061,2016-11-01,2016-11-14,13
"P1-T1931",1,1931,2016-08-02,2016-09-15,44
"P1-T1932",1,1932,2016-08-02,2016-08-06,4
"P1-T1933",1,1933,2016-08-14,2016-08-13,-1
"P1-T1934",1,1934,2016-07-21,2016-09-29,70
"P1-T1935",1,1935,2016-07-21,2016-08-17,27
"P1-T1936",1,1936,2016-08-06,2016-08-07,1
"P1-T1937",1,1937,2017-01-06,2017-01-05,-1
"P1-T1938",1,1938,2017-04-25,2017-08-11,108
"P1-T1939",1,1939,2016-07-25,2016-07-26,1
"P0-T8065",0,8065,2017-01-29,2017-01-30,1
"P0-T8070",0,8070,2016-11-09,2016-11-19,10
"P0-T8079",0,8079,2016-11-29,2016-12-09,10
"P0-T8078",0,8078,2016-11-25,2016-12-05,10
"P0-T8077",0,8077,2016-11-17,2016-12-06,19
"P0-T8076",0,8076,2016-11-13,2016-11-23,10
"P0-T8004",0,8004,2016-09-28,2016-11-04,37
"P0-T8003",0,8003,2016-09-20,2016-09-19,-1
"P0-T8007",0,8007,2016-12-03,2016-12-02,-1
"P1-T1835",1,1835,2016-07-11,2016-07-17,6
"P1-T1836",1,1836,2016-07-11,2016-10-07,88
"P1-T1869",1,1869,2016-07-11,2016-08-24,44
"P1-T1870",1,1870,2016-07-13,2016-07-12,-1
"P1-T1871",1,1871,2016-07-11,2016-09-04,55
"P1-T1872",1,1872,2017-06-29,2017-12-29,183
"P1-T1873",1,1873,2016-07-12,2016-07-11,-1
"P1-T1874",1,1874,2016-07-12,2016-07-28,16
"P1-T1890",1,1890,2016-10-09,2016-10-08,-1
"P1-T1891",1,1891,2016-10-09,2016-10-08,-1
"P1-T1892",1,1892,2016-10-17,2016-10-16,-1
"P1-T1893",1,1893,2016-10-09,2016-10-08,-1
"P1-T1894",1,1894,2016-10-09,2016-10-08,-1
"P1-T1895",1,1895,2016-10-09,2016-10-08,-1
"P1-T1896",1,1896,2016-10-09,2016-10-08,-1
"P1-T1897",1,1897,2016-10-09,2016-10-08,-1
"P1-T1898",1,1898,2016-10-09,2016-10-08,-1
"P1-T1899",1,1899,2016-10-09,2016-10-08,-1
"P0-T7070",0,7070,2015-10-31,2015-11-02,2
"P0-T7076",0,7076,2015-10-26,2015-10-28,2
"P0-T8381",0,8381,2017-07-30,2017-07-29,-1
"P0-T8380",0,8380,2017-05-21,2017-05-20,-1
"P0-T7056",0,7056,2015-10-22,2015-10-21,-1
"P0-T7058",0,7058,2016-03-18,2016-03-17,-1
"P0-T8383",0,8383,2017-05-11,2017-05-21,10
"P0-T8379",0,8379,2017-05-22,2017-06-02,11
"P0-T8398",0,8398,2017-08-01,2017-07-31,-1
"P0-T8397",0,8397,2017-05-09,2017-05-08,-1
"P0-T8394",0,8394,2017-05-15,2017-05-26,11
"P0-T7065",0,7065,2015-10-25,2015-10-27,2
"P0-T7059",0,7059,2015-10-27,2015-10-28,1
"P0-T8315",0,8315,2017-03-07,2017-03-06,-1
"P0-T7000",0,7000,2015-11-02,2015-11-09,7
"P0-T8332",0,8332,2017-02-23,2017-03-04,9
"P0-T7001",0,7001,2015-11-10,2015-11-15,5
"P0-T8331",0,8331,2017-02-21,2017-02-25,4
"P0-T7002",0,7002,2015-11-10,2015-11-15,5
"P0-T8334",0,8334,2017-02-25,2017-02-24,-1
"P0-T7003",0,7003,2015-11-12,2015-11-22,10
"P0-T8333",0,8333,2017-02-25,2017-02-24,-1
"P0-T8330",0,8330,2017-02-15,2017-02-25,10
"P0-T8329",0,8329,2017-02-11,2017-02-21,10
"P0-T8328",0,8328,2017-03-07,2017-03-06,-1
"P0-T8302",0,8302,2017-02-27,2017-03-03,4
"P0-T8361",0,8361,2017-05-10,2017-08-10,92
"P0-T8363",0,8363,2017-05-01,2017-05-05,4
"P0-T8362",0,8362,2017-05-07,2017-05-11,4
"P0-T7046",0,7046,2015-11-16,2015-11-17,1
"P0-T8372",0,8372,2017-05-04,2017-05-21,17
"P0-T8373",0,8373,2017-05-04,2017-05-23,19
"P0-T8369",0,8369,2017-05-02,2017-05-03,1
"P0-T8340",0,8340,2017-02-06,2017-02-07,1
"P0-T7008",0,7008,2015-10-30,2015-11-02,3
"P0-T8339",0,8339,2017-03-07,2017-03-08,1
"P0-T7004",0,7004,2015-11-12,2015-11-17,5
"P0-T7005",0,7005,2015-10-21,2015-10-26,5
"P0-T8335",0,8335,2017-02-25,2017-02-24,-1
"P0-T7006",0,7006,2015-10-25,2015-11-10,16
"P0-T8338",0,8338,2017-03-07,2017-03-14,7
"P0-T8337",0,8337,2017-02-01,2017-02-02,1
"P0-T8356",0,8356,2016-02-28,2016-02-27,-1
"P0-T8355",0,8355,2016-02-28,2016-02-27,-1
"P0-T8351",0,8351,2017-03-08,2017-05-09,62
"P0-T8347",0,8347,2017-02-17,2017-02-20,3
"P0-T8349",0,8349,2017-02-28,2017-03-02,2
"P0-T8289",0,8289,2017-02-23,2017-02-25,2
"P0-T8263",0,8263,2017-02-15,2017-02-14,-1
"P0-T8276",0,8276,2017-02-19,2017-02-25,6
"P0-T8200",0,8200,2016-11-25,2016-11-24,-1
"P0-T8201",0,8201,2017-01-09,2017-02-15,37
"P0-T8210",0,8210,2017-01-18,2017-01-20,2
"P0-T8204",0,8204,2016-11-30,2016-11-29,-1
"P0-T8205",0,8205,2016-12-05,2016-12-10,5
"P0-T8237",0,8237,2017-02-07,2017-02-06,-1
"P0-T8236",0,8236,2017-01-26,2017-01-27,1
"P0-T8250",0,8250,2017-02-11,2017-02-10,-1
"P0-T8222",0,8222,2016-12-20,2017-01-17,28
"P0-T8221",0,8221,2016-12-19,2016-12-18,-1
"P0-T8223",0,8223,2017-02-09,2017-02-08,-1
"P0-T8219",0,8219,2016-12-19,2016-12-22,3
"P0-T8233",0,8233,2017-02-02,2017-02-01,-1
"P0-T8235",0,8235,2017-05-17,2017-05-28,11
"P0-T8234",0,8234,2017-02-22,2017-03-14,20
"P0-T8230",0,8230,2017-01-11,2017-01-14,3
"P0-T7291",0,7291,2016-01-22,2016-01-23,1
"P0-T7292",0,7292,2016-08-26,2016-08-25,-1
"P0-T7299",0,7299,2016-01-14,2016-01-16,2
"P1-T2900",1,2900,2017-03-03,2017-03-09,6
"P1-T2901",1,2901,2017-02-23,2017-03-16,21
"P1-T2902",1,2902,2017-02-10,2017-02-09,-1
"P1-T2903",1,2903,2017-01-23,2017-02-15,23
"P1-T2904",1,2904,2017-02-02,2017-02-27,25
"P1-T2905",1,2905,2017-02-02,2017-02-21,19
"P1-T2906",1,2906,2017-02-08,2017-02-07,-1
"P1-T2907",1,2907,2017-01-31,2017-01-30,-1
"P1-T2908",1,2908,2017-01-24,2017-01-27,3
"P1-T2909",1,2909,2017-01-24,2017-01-30,6
"P1-T2910",1,2910,2017-01-26,2017-01-31,5
"P1-T2911",1,2911,2017-01-24,2017-01-25,1
"P1-T2912",1,2912,2017-01-24,2017-01-25,1
"P1-T2913",1,2913,2017-05-18,2017-05-17,-1
"P1-T2914",1,2914,2017-06-26,2017-06-30,4
"P1-T2915",1,2915,2017-01-25,2017-01-28,3
"P1-T2916",1,2916,2017-01-27,2017-01-29,2
"P1-T2917",1,2917,2017-01-26,2017-01-28,2
"P1-T2918",1,2918,2017-01-26,2017-01-27,1
"P1-T2919",1,2919,2017-04-20,2017-04-19,-1
"P0-T8563",0,8563,2017-08-01,2017-08-05,4
"P0-T7232",0,7232,2015-12-31,2016-01-02,2
"P0-T8562",0,8562,2017-07-20,2017-07-22,2
"P0-T8565",0,8565,2017-07-18,2017-07-24,6
"P0-T8564",0,8564,2017-07-24,2017-07-25,1
"P0-T8561",0,8561,2017-07-20,2017-07-22,2
"P0-T7230",0,7230,2015-12-30,2016-01-01,2
"P0-T8560",0,8560,2017-07-14,2017-07-16,2
"P0-T7229",0,7229,2015-12-18,2016-01-02,15
"P0-T8559",0,8559,2017-07-14,2017-07-15,1
"P0-T8556",0,8556,2017-08-01,2017-07-31,-1
"P0-T8558",0,8558,2017-07-13,2017-07-14,1
"P0-T8557",0,8557,2017-08-22,2017-08-24,2
"P0-T8574",0,8574,2017-07-20,2017-07-21,1
"P0-T8573",0,8573,2017-09-21,2017-09-20,-1
"P0-T8570",0,8570,2017-08-22,2017-10-09,48
"P0-T8572",0,8572,2017-09-19,2017-10-30,41
"P0-T8571",0,8571,2017-09-21,2017-09-20,-1
"P0-T8567",0,8567,2017-07-19,2017-07-18,-1
"P0-T8566",0,8566,2017-07-20,2017-07-22,2
"P0-T8569",0,8569,2017-09-21,2017-09-20,-1
"P0-T8568",0,8568,2017-07-21,2017-07-22,1
"P0-T7210",0,7210,2016-07-04,2016-07-03,-1
"P0-T8540",0,8540,2017-07-11,2017-07-15,4
"P0-T7211",0,7211,2015-12-26,2016-01-02,7
"P0-T8543",0,8543,2017-07-06,2017-07-07,1
"P0-T8538",0,8538,2017-07-03,2017-07-04,1
"P0-T8537",0,8537,2017-06-29,2017-06-28,-1
"P0-T7209",0,7209,2015-12-18,2015-12-19,1
"P0-T8539",0,8539,2017-07-05,2017-07-07,2
"P0-T7202",0,7202,2016-01-13,2016-01-12,-1
"P0-T7203",0,7203,2016-02-26,2016-02-25,-1
"P0-T7204",0,7204,2016-01-13,2016-01-12,-1
"P0-T8536",0,8536,2017-06-29,2017-06-30,1
"P0-T7205",0,7205,2015-12-26,2016-01-08,13
"P0-T8549",0,8549,2017-07-06,2017-07-14,8
"P0-T8548",0,8548,2017-07-05,2017-07-04,-1
"P0-T7213",0,7213,2015-12-20,2016-01-05,16
"P0-T7214",0,7214,2015-12-27,2016-01-04,8
"P0-T8547",0,8547,2017-07-07,2017-07-06,-1
"P0-T7270",0,7270,2016-01-07,2016-01-06,-1
"P0-T7275",0,7275,2016-01-11,2016-01-15,4
"P0-T7276",0,7276,2016-01-17,2016-01-18,1
"P0-T7277",0,7277,2016-01-19,2016-01-22,3
"P0-T7271",0,7271,2016-01-07,2016-01-09,2
"P0-T7272",0,7272,2016-01-09,2016-01-15,6
"P0-T7273",0,7273,2016-05-05,2016-05-04,-1
"P0-T7274",0,7274,2016-03-09,2016-03-11,2
"P0-T7280",0,7280,2016-08-21,2016-08-20,-1
"P0-T7281",0,7281,2016-01-12,2016-01-19,7
"P0-T7286",0,7286,2016-01-17,2016-01-19,2
"P0-T7282",0,7282,2016-01-14,2016-01-15,1
"P0-T7283",0,7283,2016-01-16,2016-01-17,1
"P0-T7284",0,7284,2016-01-17,2016-01-20,3
"P0-T7285",0,7285,2016-01-17,2016-01-23,6
"P0-T7279",0,7279,2016-01-16,2016-01-26,10
"P0-T7253",0,7253,2016-01-03,2016-01-02,-1
"P0-T8584",0,8584,2017-08-19,2017-08-18,-1
"P0-T8586",0,8586,2017-08-08,2017-08-15,7
"P0-T8580",0,8580,2017-09-23,2017-09-22,-1
"P1-T624",1,624,2015-09-16,2015-09-15,-1
"P0-T8578",0,8578,2017-09-23,2017-09-22,-1
"P0-T8577",0,8577,2017-07-27,2017-09-15,50
"P0-T8579",0,8579,2017-09-23,2017-09-22,-1
"P0-T8590",0,8590,2017-08-30,2017-08-29,-1
"P0-T7264",0,7264,2016-01-05,2016-01-07,2
"P0-T8598",0,8598,2017-08-10,2017-08-09,-1
"P0-T8597",0,8597,2017-08-09,2017-08-10,1
"P0-T8592",0,8592,2017-09-04,2017-09-06,2
"P0-T8591",0,8591,2017-08-31,2017-08-30,-1
"P0-T7262",0,7262,2016-01-05,2016-01-06,1
"P0-T8589",0,8589,2017-09-27,2017-09-26,-1
"P1-T2884",1,2884,2017-02-09,2017-02-27,18
"P1-T1553",1,1553,2016-04-22,2016-04-27,5
"P1-T1554",1,1554,2016-09-03,2016-12-13,101
"P1-T2885",1,2885,2017-05-16,2017-05-15,-1
"P1-T2886",1,2886,2017-01-22,2017-01-23,1
"P1-T1555",1,1555,2016-04-16,2016-04-19,3
"P1-T2887",1,2887,2017-01-24,2017-01-26,2
"P1-T1556",1,1556,2016-04-16,2016-04-20,4
"P1-T2888",1,2888,2017-01-22,2017-01-25,3
"P1-T1557",1,1557,2016-04-16,2016-04-17,1
"P1-T2889",1,2889,2017-04-20,2017-05-05,15
"P1-T1559",1,1559,2016-05-27,2016-05-29,2
"P1-T2890",1,2890,2017-01-20,2017-01-23,3
"P1-T2891",1,2891,2017-01-20,2017-01-23,3
"P1-T1560",1,1560,2016-08-08,2016-08-07,-1
"P1-T2892",1,2892,2017-01-23,2017-01-31,8
"P1-T1561",1,1561,2016-06-21,2016-06-20,-1
"P1-T2893",1,2893,2017-01-23,2017-01-29,6
"P1-T1562",1,1562,2016-07-10,2016-08-25,46
"P1-T2894",1,2894,2017-01-23,2017-01-24,1
"P1-T1563",1,1563,2016-04-24,2016-05-08,14
"P1-T2895",1,2895,2017-01-23,2017-01-28,5
"P1-T2896",1,2896,2017-01-23,2017-02-02,10
"P1-T2897",1,2897,2017-01-23,2017-01-31,8
"P1-T2898",1,2898,2017-01-23,2017-01-26,3
"P1-T2899",1,2899,2017-01-29,2017-02-04,6
"P0-T8606",0,8606,2017-08-27,2017-09-03,7
"P1-T515",1,515,2015-08-22,2015-09-05,14
"P0-T8605",0,8605,2017-08-16,2017-08-18,2
"P1-T514",1,514,2015-08-14,2015-09-02,19
"P0-T8600",0,8600,2017-09-19,2017-09-30,11
"P1-T517",1,517,2015-08-30,2015-08-31,1
"P1-T516",1,516,2015-08-14,2015-08-17,3
"P0-T8602",0,8602,2017-08-16,2017-08-26,10
"P0-T8601",0,8601,2017-08-30,2017-09-03,4
"P1-T540",1,540,2015-08-31,2015-09-10,10
"P1-T542",1,542,2015-08-31,2015-09-10,10
"P1-T541",1,541,2015-08-31,2015-08-30,-1
"P1-T543",1,543,2015-08-31,2015-09-09,9
"P1-T1589",1,1589,2016-08-17,2016-08-16,-1
"P1-T535",1,535,2015-08-29,2015-09-07,9
"P1-T537",1,537,2015-09-04,2015-09-03,-1
"P1-T536",1,536,2016-05-11,2016-05-10,-1
"P1-T539",1,539,2016-01-08,2016-01-07,-1
"P1-T538",1,538,2015-08-29,2015-09-08,10
