"id","project","task","created_date","finished_date","cycle_time_days"
"P0-T1356",0,1356,2014-01-18,2014-01-17,-1
"P0-T1358",0,1358,2014-02-03,2014-07-18,165
"P0-T1391",0,1391,2014-08-19,2014-08-20,1
"P0-T1384",0,1384,2014-12-03,2014-12-02,-1
"P0-T1383",0,1383,2014-12-03,2014-12-02,-1
"P0-T1386",0,1386,2014-01-27,2014-02-05,9
"P0-T1385",0,1385,2014-01-17,2014-01-16,-1
"P0-T1388",0,1388,2014-05-09,2014-05-08,-1
"P0-T1387",0,1387,2014-05-09,2014-05-08,-1
"P0-T1399",0,1399,2014-01-18,2014-01-17,-1
"P0-T1398",0,1398,2014-07-31,2014-07-30,-1
"P0-T3825",0,3825,2015-01-31,2015-01-30,-1
"P0-T3826",0,3826,2014-09-30,2014-10-01,1
"P0-T2501",0,2501,2014-06-09,2014-06-17,8
"P0-T3832",0,3832,2014-11-07,2014-11-06,-1
"P0-T3835",0,3835,2015-04-23,2015-04-22,-1
"P0-T3836",0,3836,2014-10-06,2014-10-05,-1
"P0-T3833",0,3833,2015-02-01,2015-07-01,150
"P0-T2508",0,2508,2014-06-06,2014-06-12,6
"P0-T2506",0,2506,2014-06-11,2014-06-10,-1
"P0-T3809",0,3809,2015-01-25,2015-01-24,-1
"P0-T3802",0,3802,2014-10-04,2014-10-14,10
"P0-T3803",0,3803,2014-10-08,2014-10-21,13
"P0-T3801",0,3801,2014-10-02,2014-10-10,8
"P0-T3804",0,3804,2014-10-14,2014-11-12,29
"P0-T3810",0,3810,2015-01-31,2015-01-30,-1
"P0-T3813",0,3813,2014-09-29,2014-10-06,7
"P0-T1200",0,1200,2013-12-23,2014-01-07,15
"P0-T3865",0,3865,2014-10-11,2014-10-17,6
"P0-T1203",0,1203,2013-12-24,2013-12-28,4
"P0-T2537",0,2537,2014-09-16,2014-09-15,-1
"P0-T1204",0,1204,2014-03-22,2014-03-21,-1
"P0-T1207",0,1207,2013-12-24,2014-01-06,13
"P0-T3866",0,3866,2014-10-13,2014-10-22,9
"P0-T1206",0,1206,2014-03-28,2014-05-17,50
"P0-T3867",0,3867,2014-10-05,2014-10-07,2
"P0-T1209",0,1209,2013-12-18,2014-01-04,17
"P0-T1210",0,1210,2014-03-16,2014-03-15,-1
"P0-T3875",0,3875,2015-02-05,2015-02-04,-1
"P0-T3876",0,3876,2015-02-05,2015-02-04,-1
"P0-T3873",0,3873,2015-02-05,2015-02-04,-1
"P0-T3874",0,3874,2014-10-06,2014-10-07,1
"P0-T2548",0,2548,2014-10-12,2014-10-11,-1
"P0-T3879",0,3879,2015-01-06,2015-01-05,-1
"P0-T1218",0,1218,2013-12-24,2013-12-31,7
"P0-T3877",0,3877,2014-10-10,2015-05-15,217
"P0-T1217",0,1217,2014-02-05,2014-02-04,-1
"P0-T3847",0,3847,2015-02-03,2015-02-02,-1
"P0-T3853",0,3853,2015-01-26,2015-01-25,-1
"P0-T3854",0,3854,2015-01-28,2015-01-27,-1
"P0-T3858",0,3858,2014-10-03,2014-10-07,4
"P0-T3859",0,3859,2014-10-19,2014-10-29,10
"P0-T2574",0,2574,2014-06-07,2014-06-06,-1
"P0-T1245",0,1245,2014-02-07,2014-02-06,-1
"P0-T3890",0,3890,2014-10-15,2014-10-16,1
"P0-T2551",0,2551,2014-06-07,2014-06-08,1
"P0-T3882",0,3882,2015-02-05,2015-02-04,-1
"P0-T2552",0,2552,2014-06-09,2014-06-08,-1
"P0-T2550",0,2550,2014-06-06,2014-06-05,-1
"P0-T3887",0,3887,2014-10-06,2014-10-05,-1
"P0-T3884",0,3884,2014-12-11,2014-12-19,8
"P0-T1224",0,1224,2013-12-25,2014-01-10,16
"P0-T3885",0,3885,2014-12-15,2014-12-24,9
"P0-T3888",0,3888,2014-11-13,2014-11-14,1
"P0-T3889",0,3889,2014-11-15,2014-11-16,1
"P0-T1230",0,1230,2014-05-20,2014-05-19,-1
"P0-T1232",0,1232,2014-01-14,2014-01-13,-1
"P0-T3891",0,3891,2014-10-07,2014-10-09,2
"P0-T1231",0,1231,2014-02-06,2014-02-05,-1
"P0-T3899",0,3899,2014-10-09,2014-10-08,-1
"P0-T1239",0,1239,2014-02-02,2014-02-01,-1
"P0-T1290",0,1290,2014-01-23,2014-01-26,3
"P0-T1294",0,1294,2014-05-24,2014-05-23,-1
"P0-T1289",0,1289,2014-05-22,2014-05-21,-1
"P0-T1296",0,1296,2014-11-23,2014-11-22,-1
"P0-T1295",0,1295,2014-02-28,2014-02-27,-1
"P0-T1298",0,1298,2015-03-20,2015-03-19,-1
"P0-T1297",0,1297,2014-11-23,2014-11-22,-1
"P0-T1299",0,1299,2015-03-11,2015-03-10,-1
"P0-T1272",0,1272,2013-12-30,2013-12-29,-1
"P0-T1271",0,1271,2014-04-07,2014-06-05,59
"P0-T2595",0,2595,2014-11-01,2014-10-31,-1
"P0-T2596",0,2596,2014-11-25,2014-12-02,7
"P0-T2599",0,2599,2014-08-09,2014-08-08,-1
"P0-T1269",0,1269,2013-12-26,2014-06-07,163
"P0-T2597",0,2597,2014-08-09,2014-08-10,1
"P0-T1268",0,1268,2013-12-26,2014-12-24,363
"P0-T2598",0,2598,2014-07-14,2014-07-13,-1
"P0-T1521",0,1521,2014-06-13,2014-06-12,-1
"P0-T2852",0,2852,2014-09-03,2014-09-02,-1
"P0-T1522",0,1522,2014-05-17,2014-05-16,-1
"P0-T2853",0,2853,2014-09-03,2014-09-02,-1
"P0-T2850",0,2850,2014-09-03,2014-09-02,-1
"P0-T1520",0,1520,2014-06-13,2014-06-12,-1
"P0-T2851",0,2851,2014-08-20,2014-08-19,-1
"P0-T2856",0,2856,2014-07-18,2014-07-24,6
"P0-T1523",0,1523,2015-02-02,2015-02-01,-1
"P0-T2854",0,2854,2014-09-03,2014-09-02,-1
"P0-T1524",0,1524,2014-05-17,2014-05-16,-1
"P0-T2855",0,2855,2014-08-21,2014-08-20,-1
"P0-T1527",0,1527,2014-07-28,2014-07-27,-1
"P0-T2858",0,2858,2014-08-20,2014-08-24,4
"P0-T1528",0,1528,2014-04-23,2014-06-12,50
"P0-T2860",0,2860,2014-07-26,2014-07-31,5
"P0-T1533",0,1533,2014-02-06,2014-02-14,8
"P0-T2864",0,2864,2014-08-11,2014-08-15,4
"P0-T1530",0,1530,2014-01-27,2014-01-28,1
"P0-T1536",0,1536,2014-01-31,2014-02-01,1
"P0-T2867",0,2867,2014-11-11,2014-11-10,-1
"P0-T1537",0,1537,2014-01-31,2014-01-30,-1
"P0-T2868",0,2868,2014-11-30,2014-11-29,-1
"P0-T2865",0,2865,2014-11-10,2014-11-09,-1
"P0-T1535",0,1535,2014-02-16,2014-02-15,-1
"P0-T2866",0,2866,2014-09-08,2014-09-09,1
"P0-T2869",0,2869,2014-07-19,2014-07-25,6
"P0-T1509",0,1509,2014-02-08,2014-02-07,-1
"P0-T2830",0,2830,2014-07-15,2014-07-14,-1
"P0-T1500",0,1500,2014-06-11,2014-06-10,-1
"P0-T2831",0,2831,2014-07-13,2014-07-12,-1
"P0-T2834",0,2834,2014-09-11,2014-09-10,-1
"P0-T2835",0,2835,2014-07-13,2014-07-12,-1
"P0-T2832",0,2832,2014-07-15,2014-07-14,-1
"P0-T2833",0,2833,2014-07-15,2014-07-19,4
"P0-T1507",0,1507,2014-02-04,2014-02-03,-1
"P0-T2838",0,2838,2014-07-18,2014-07-26,8
"P0-T1508",0,1508,2014-02-12,2014-02-11,-1
"P0-T2839",0,2839,2014-07-24,2014-07-23,-1
"P0-T1505",0,1505,2014-01-31,2014-02-01,1
"P0-T2836",0,2836,2014-07-13,2014-07-12,-1
"P0-T1506",0,1506,2014-02-04,2014-02-14,10
"P0-T2837",0,2837,2014-08-10,2014-08-09,-1
"P0-T2841",0,2841,2014-07-24,2014-07-23,-1
"P0-T2842",0,2842,2014-07-24,2014-07-23,-1
"P0-T2840",0,2840,2014-07-14,2014-07-13,-1
"P0-T2845",0,2845,2014-07-16,2014-07-25,9
"P0-T2846",0,2846,2014-07-31,2014-08-09,9
"P0-T2843",0,2843,2014-07-16,2014-07-21,5
"P0-T2844",0,2844,2014-07-14,2014-07-15,1
"P0-T1518",0,1518,2014-01-24,2014-01-23,-1
"P0-T2849",0,2849,2014-08-16,2014-08-26,10
"P0-T1519",0,1519,2014-01-24,2014-01-23,-1
"P0-T2847",0,2847,2014-07-15,2014-07-16,1
"P0-T1517",0,1517,2014-03-21,2014-03-23,2
"P0-T2848",0,2848,2014-08-20,2014-08-21,1
"P0-T2891",0,2891,2014-12-06,2014-12-05,-1
"P0-T1575",0,1575,2014-03-04,2014-03-03,-1
"P0-T2870",0,2870,2014-07-19,2014-07-27,8
"P0-T1540",0,1540,2014-01-29,2014-01-28,-1
"P0-T2871",0,2871,2014-07-19,2014-07-27,8
"P0-T1543",0,1543,2014-02-12,2014-02-11,-1
"P0-T1541",0,1541,2014-02-02,2014-02-10,8
"P0-T1542",0,1542,2014-02-06,2014-02-14,8
"P0-T2885",0,2885,2014-12-04,2014-12-03,-1
"P1-T1175",1,1175,2016-03-24,2016-03-23,-1
"P1-T1184",1,1184,2016-01-19,2016-01-26,7
"P1-T1185",1,1185,2016-03-18,2016-04-01,14
"P1-T1198",1,1198,2016-05-20,2016-05-19,-1
"P1-T1199",1,1199,2016-01-21,2016-01-24,3
"P0-T2819",0,2819,2014-07-14,2014-07-21,7
"P0-T2829",0,2829,2014-07-13,2014-07-12,-1
"P0-T2820",0,2820,2014-08-07,2014-08-06,-1
"P0-T2823",0,2823,2014-08-07,2014-08-06,-1
"P0-T2824",0,2824,2014-07-28,2014-07-31,3
"P0-T2821",0,2821,2014-07-19,2014-07-24,5
"P0-T2822",0,2822,2014-12-06,2014-12-07,1
"P0-T2827",0,2827,2014-07-12,2014-07-13,1
"P0-T2828",0,2828,2014-07-10,2014-07-09,-1
"P0-T2825",0,2825,2014-07-12,2014-07-20,8
"P0-T2826",0,2826,2014-07-12,2014-07-14,2
"P0-T2807",0,2807,2014-07-11,2014-07-10,-1
"P0-T2801",0,2801,2014-07-12,2014-07-14,2
"P0-T2800",0,2800,2014-07-18,2014-07-17,-1
"P0-T2805",0,2805,2014-12-04,2014-12-03,-1
"P0-T2806",0,2806,2014-07-13,2014-07-12,-1
"P0-T2803",0,2803,2014-07-10,2014-07-12,2
"P0-T2804",0,2804,2014-07-10,2014-07-11,1
"P1-T2402",1,2402,2016-10-23,2016-10-28,5
"P1-T2405",1,2405,2016-10-15,2016-10-17,2
"P1-T2406",1,2406,2016-10-11,2016-11-28,48
"P1-T2407",1,2407,2016-12-10,2016-12-13,3
"P1-T2409",1,2409,2016-10-31,2016-10-30,-1
"P1-T2410",1,2410,2016-10-31,2016-11-26,26
"P1-T2411",1,2411,2017-02-04,2017-02-03,-1
"P1-T2413",1,2413,2017-05-20,2017-08-26,98
"P1-T3745",1,3745,2017-06-24,2017-06-25,1
"P1-T2414",1,2414,2016-11-21,2016-11-20,-1
"P1-T3744",1,3744,2017-06-27,2017-07-06,9
"P1-T2415",1,2415,2016-10-17,2016-10-27,10
"P1-T3747",1,3747,2017-06-23,2017-06-27,4
"P1-T2416",1,2416,2016-10-17,2016-10-27,10
"P1-T3746",1,3746,2017-09-01,2017-08-31,-1
"P1-T2417",1,2417,2016-10-17,2016-10-25,8
"P1-T2418",1,2418,2016-10-17,2016-10-21,4
"P1-T3748",1,3748,2017-06-21,2017-06-22,1
"P1-T997",1,997,2016-01-24,2016-01-23,-1
"P1-T996",1,996,2016-01-24,2016-01-23,-1
"P1-T999",1,999,2016-01-24,2016-01-23,-1
"P1-T998",1,998,2016-01-24,2016-01-23,-1
"P1-T990",1,990,2015-12-05,2015-12-08,3
"P1-T993",1,993,2016-01-24,2016-01-23,-1
"P1-T992",1,992,2015-11-17,2015-11-16,-1
"P1-T995",1,995,2016-01-24,2016-01-23,-1
"P1-T994",1,994,2016-01-24,2016-01-23,-1
"P1-T3751",1,3751,2017-06-21,2017-06-25,4
"P1-T3758",1,3758,2017-09-01,2017-08-31,-1
"P1-T2427",1,2427,2016-11-10,2016-11-12,2
"P1-T3757",1,3757,2017-09-01,2017-08-31,-1
"P1-T2428",1,2428,2017-01-16,2017-03-04,47
"P1-T2429",1,2429,2016-10-28,2016-11-02,5
"P1-T3761",1,3761,2017-07-07,2017-07-06,-1
"P1-T2430",1,2430,2016-10-26,2016-10-30,4
"P1-T2431",1,2431,2016-10-23,2016-11-21,29
"P1-T3763",1,3763,2017-09-01,2017-08-31,-1
"P1-T3762",1,3762,2017-09-01,2017-08-31,-1
"P1-T3765",1,3765,2017-09-01,2017-08-31,-1
"P1-T3764",1,3764,2017-06-21,2017-06-22,1
"P1-T3769",1,3769,2017-09-02,2017-09-01,-1
"P1-T3770",1,3770,2017-09-02,2017-09-01,-1
"P1-T2440",1,2440,2016-10-22,2016-11-10,19
"P1-T3772",1,3772,2017-07-03,2017-07-02,-1
"P1-T1110",1,1110,2015-12-09,2015-12-13,4
"P1-T2441",1,2441,2016-10-22,2016-11-05,14
"P1-T3771",1,3771,2017-07-03,2017-07-02,-1
"P1-T2442",1,2442,2016-11-01,2016-11-09,8
"P1-T3774",1,3774,2017-07-03,2017-07-31,28
"P1-T2443",1,2443,2016-12-05,2017-02-13,70
"P1-T2444",1,2444,2016-10-23,2016-11-08,16
"P1-T3776",1,3776,2017-08-21,2017-08-20,-1
"P1-T3775",1,3775,2017-11-04,2018-01-06,63
"P1-T1115",1,1115,2015-12-07,2015-12-10,3
"P1-T2447",1,2447,2016-12-15,2017-01-01,17
"P1-T3777",1,3777,2017-07-06,2017-09-09,65
"P1-T2448",1,2448,2016-10-13,2016-10-12,-1
"P1-T2449",1,2449,2016-10-27,2016-11-25,29
"P1-T3779",1,3779,2017-06-26,2017-06-25,-1
"P1-T2450",1,2450,2016-10-27,2017-01-06,71
"P1-T3780",1,3780,2017-07-31,2017-08-13,13
"P1-T2451",1,2451,2016-10-25,2016-11-18,24
"P1-T2454",1,2454,2016-10-27,2016-11-15,19
"P1-T2455",1,2455,2016-10-25,2016-10-29,4
"P1-T2456",1,2456,2016-10-25,2016-10-28,3
"P1-T1129",1,1129,2016-05-05,2016-05-04,-1
"P1-T1135",1,1135,2015-12-30,2016-01-07,8
"P1-T1136",1,1136,2016-07-31,2016-07-30,-1
"P1-T1137",1,1137,2015-12-21,2016-06-26,188
"P1-T1140",1,1140,2016-01-17,2016-02-09,23
"P1-T2471",1,2471,2016-11-30,2016-11-29,-1
"P1-T2472",1,2472,2016-11-30,2016-11-29,-1
"P1-T1142",1,1142,2016-03-01,2016-02-29,-1
"P1-T1143",1,1143,2016-01-21,2016-01-26,5
"P1-T2476",1,2476,2016-11-30,2016-11-29,-1
"P1-T1147",1,1147,2016-01-11,2016-01-31,20
"P1-T2478",1,2478,2016-12-01,2016-11-30,-1
"P1-T2479",1,2479,2016-12-01,2016-11-30,-1
"P1-T2480",1,2480,2016-10-28,2016-10-27,-1
"P1-T2481",1,2481,2016-12-01,2016-11-30,-1
"P1-T2482",1,2482,2016-12-01,2016-11-30,-1
"P1-T2483",1,2483,2017-04-08,2017-05-28,50
"P1-T1153",1,1153,2016-01-11,2016-01-17,6
"P1-T2484",1,2484,2016-10-31,2016-11-06,6
"P1-T1154",1,1154,2016-01-11,2016-01-18,7
"P1-T2485",1,2485,2016-12-02,2016-12-01,-1
"P1-T1155",1,1155,2016-01-11,2016-01-21,10
"P1-T2486",1,2486,2016-10-31,2016-11-01,1
"P1-T1156",1,1156,2016-01-29,2016-02-10,12
"P0-T1583",0,1583,2014-02-06,2014-02-05,-1
"P0-T1584",0,1584,2014-02-03,2014-02-02,-1
"P1-T3730",1,3730,2017-06-22,2017-06-29,7
"P0-T1400",0,1400,2014-01-14,2015-01-08,359
"P0-T2735",0,2735,2014-07-16,2014-07-15,-1
"P0-T2736",0,2736,2014-07-24,2014-07-25,1
"P0-T1408",0,1408,2014-06-07,2014-06-06,-1
"P0-T2739",0,2739,2014-06-22,2014-06-28,6
"P0-T2737",0,2737,2014-11-17,2014-11-16,-1
"P0-T2738",0,2738,2014-07-28,2014-07-29,1
"P0-T1411",0,1411,2014-04-27,2014-04-26,-1
"P0-T2742",0,2742,2014-06-29,2014-07-01,2
"P0-T2743",0,2743,2014-11-05,2014-12-13,38
"P0-T2740",0,2740,2014-06-27,2014-06-26,-1
"P0-T2741",0,2741,2014-06-27,2014-06-26,-1
"P0-T2744",0,2744,2014-08-22,2014-08-23,1
"P0-T2745",0,2745,2014-06-29,2014-06-28,-1
"P0-T1418",0,1418,2014-02-12,2014-02-11,-1
"P0-T2749",0,2749,2014-06-24,2014-06-25,1
"P0-T2715",0,2715,2014-06-19,2014-06-26,7
"P0-T2720",0,2720,2014-06-19,2014-06-18,-1
"P0-T2722",0,2722,2014-06-19,2014-06-18,-1
"P0-T2772",0,2772,2014-10-26,2014-12-14,49
"P0-T2770",0,2770,2014-11-26,2014-11-25,-1
"P0-T2775",0,2775,2014-11-18,2014-11-17,-1
"P0-T1445",0,1445,2014-01-20,2014-01-19,-1
"P0-T2776",0,2776,2014-08-26,2014-08-25,-1
"P0-T2773",0,2773,2014-07-04,2014-07-09,5
"P0-T2774",0,2774,2014-07-02,2014-07-01,-1
"P0-T1448",0,1448,2014-01-18,2014-01-17,-1
"P0-T2779",0,2779,2014-07-03,2014-08-02,30
"P0-T1449",0,1449,2014-01-16,2014-02-04,19
"P0-T1446",0,1446,2014-06-09,2014-06-08,-1
"P0-T2777",0,2777,2014-07-17,2014-07-16,-1
"P0-T1447",0,1447,2014-02-17,2014-02-16,-1
"P0-T2778",0,2778,2014-07-05,2014-07-12,7
"P0-T1451",0,1451,2014-01-20,2014-01-19,-1
"P0-T2750",0,2750,2014-11-13,2014-11-12,-1
"P0-T2753",0,2753,2014-11-20,2014-11-19,-1
"P0-T1423",0,1423,2014-01-23,2014-01-24,1
"P0-T2754",0,2754,2014-07-01,2014-06-30,-1
"P0-T2751",0,2751,2014-06-29,2014-06-30,1
"P0-T2752",0,2752,2014-10-26,2014-10-25,-1
"P0-T1426",0,1426,2014-01-15,2014-01-25,10
"P0-T1424",0,1424,2014-06-08,2014-06-07,-1
"P0-T2755",0,2755,2014-07-01,2014-07-04,3
"P0-T1425",0,1425,2014-07-22,2014-07-21,-1
"P0-T2756",0,2756,2014-06-26,2014-06-29,3
"P0-T2764",0,2764,2014-06-26,2014-06-27,1
"P0-T2765",0,2765,2014-11-22,2014-11-21,-1
"P0-T2762",0,2762,2014-11-15,2014-11-14,-1
"P0-T2763",0,2763,2014-07-02,2014-07-01,-1
"P0-T2768",0,2768,2014-07-02,2014-07-03,1
"P0-T2769",0,2769,2014-07-10,2014-07-16,6
"P0-T2767",0,2767,2014-07-13,2014-08-09,27
"P1-T919",1,919,2015-11-14,2015-11-13,-1
"P1-T918",1,918,2015-11-08,2015-11-09,1
"P1-T920",1,920,2015-11-14,2015-11-13,-1
"P1-T922",1,922,2015-11-14,2015-11-13,-1
"P1-T921",1,921,2015-11-14,2015-11-13,-1
"P1-T924",1,924,2015-11-12,2016-03-09,118
"P1-T923",1,923,2015-11-06,2015-11-16,10
"P1-T926",1,926,2015-11-06,2016-04-26,172
"P1-T925",1,925,2015-11-12,2016-03-09,118
"P1-T2376",1,2376,2017-02-27,2017-02-26,-1
"P1-T928",1,928,2015-11-07,2015-11-12,5
"P1-T927",1,927,2015-11-09,2015-11-13,4
"P1-T930",1,930,2015-11-11,2015-11-18,7
"P1-T1083",1,1083,2016-02-19,2016-02-18,-1
"P1-T1084",1,1084,2016-01-08,2016-01-11,3
"P1-T985",1,985,2015-11-23,2015-12-02,9
"P1-T987",1,987,2015-11-27,2015-12-21,24
"P1-T980",1,980,2015-11-20,2015-11-19,-1
"P1-T984",1,984,2015-11-20,2015-11-25,5
"P1-T979",1,979,2016-04-25,2016-04-24,-1
"P1-T3642",1,3642,2017-07-23,2017-07-28,5
"P1-T2313",1,2313,2016-09-27,2016-09-30,3
"P1-T3643",1,3643,2017-06-21,2017-06-20,-1
"P1-T2314",1,2314,2017-02-18,2017-02-17,-1
"P1-T2315",1,2315,2016-10-05,2016-10-12,7
"P1-T2316",1,2316,2016-10-27,2016-10-26,-1
"P1-T2317",1,2317,2016-10-07,2016-10-22,15
"P1-T2318",1,2318,2016-09-23,2016-10-09,16
"P1-T2319",1,2319,2016-09-29,2016-10-01,2
"P1-T2320",1,2320,2016-11-15,2016-12-04,19
"P1-T2321",1,2321,2016-09-28,2016-10-16,18
"P1-T2323",1,2323,2016-09-26,2016-09-25,-1
"P1-T1000",1,1000,2016-01-22,2016-01-21,-1
"P1-T1001",1,1001,2016-01-24,2016-01-23,-1
"P1-T1002",1,1002,2016-01-24,2016-01-23,-1
"P1-T1003",1,1003,2016-01-24,2016-01-23,-1
"P1-T1004",1,1004,2016-01-24,2016-01-23,-1
"P1-T1005",1,1005,2016-01-24,2016-01-23,-1
"P1-T2336",1,2336,2016-09-30,2016-10-03,3
"P1-T1006",1,1006,2016-01-24,2016-01-23,-1
"P1-T2337",1,2337,2016-09-30,2016-10-06,6
"P1-T1007",1,1007,2016-01-24,2016-01-23,-1
"P1-T2338",1,2338,2017-02-24,2017-02-23,-1
"P1-T1008",1,1008,2015-11-17,2015-11-16,-1
"P1-T1009",1,1009,2016-01-24,2016-01-23,-1
"P1-T2340",1,2340,2016-10-03,2016-10-16,13
"P1-T1010",1,1010,2016-01-24,2016-01-23,-1
"P1-T2341",1,2341,2016-11-20,2016-12-15,25
"P1-T2342",1,2342,2016-10-05,2016-10-04,-1
"P1-T2343",1,2343,2016-10-05,2016-10-23,18
"P1-T2344",1,2344,2016-10-07,2016-11-02,26
"P1-T2345",1,2345,2016-10-23,2016-10-31,8
"P1-T2346",1,2346,2016-10-05,2016-10-10,5
"P1-T1018",1,1018,2015-11-25,2015-12-04,9
"P1-T1020",1,1020,2015-12-07,2015-12-06,-1
"P1-T1021",1,1021,2015-12-11,2015-12-10,-1
"P1-T1022",1,1022,2015-11-23,2015-12-10,17
"P1-T3691",1,3691,2017-11-17,2018-02-21,96
"P0-T1491",0,1491,2014-05-13,2014-05-12,-1
"P0-T1494",0,1494,2014-08-03,2014-08-02,-1
"P0-T1499",0,1499,2014-05-14,2014-05-13,-1
"P0-T1497",0,1497,2014-05-04,2014-05-09,5
"P0-T2799",0,2799,2014-07-10,2014-07-09,-1
"P0-T1480",0,1480,2014-03-09,2014-03-08,-1
"P0-T1479",0,1479,2014-12-06,2014-12-05,-1
"P0-T1763",0,1763,2014-03-04,2014-03-05,1
"P0-T1764",0,1764,2014-03-03,2014-03-02,-1
"P0-T1761",0,1761,2014-02-18,2014-02-17,-1
"P0-T1762",0,1762,2014-03-01,2014-03-14,13
"P0-T1774",0,1774,2014-02-22,2014-02-24,2
"P0-T1778",0,1778,2014-03-07,2014-03-06,-1
"P0-T1741",0,1741,2014-03-21,2014-03-20,-1
"P0-T1745",0,1745,2014-02-16,2014-02-15,-1
"P0-T1746",0,1746,2014-06-30,2014-06-29,-1
"P0-T1747",0,1747,2014-06-30,2014-06-29,-1
"P0-T1748",0,1748,2014-06-30,2014-06-29,-1
"P0-T1750",0,1750,2014-06-02,2014-06-01,-1
"P0-T1756",0,1756,2014-03-28,2014-03-27,-1
"P0-T1757",0,1757,2014-03-22,2014-03-21,-1
"P0-T1754",0,1754,2014-03-22,2014-03-21,-1
"P0-T1755",0,1755,2014-03-22,2014-03-21,-1
"P0-T1792",0,1792,2014-03-21,2014-03-20,-1
"P0-T1799",0,1799,2014-05-02,2014-05-04,2
"P1-T801",1,801,2016-04-04,2016-04-03,-1
"P1-T800",1,800,2016-04-04,2016-04-03,-1
"P1-T803",1,803,2016-04-12,2016-04-11,-1
"P1-T802",1,802,2016-04-04,2016-04-03,-1
"P1-T805",1,805,2016-04-12,2016-04-11,-1
"P1-T804",1,804,2016-04-08,2016-04-07,-1
"P1-T807",1,807,2016-04-04,2016-04-03,-1
"P1-T806",1,806,2016-04-04,2016-04-03,-1
"P1-T809",1,809,2015-10-30,2015-11-06,7
"P1-T808",1,808,2015-10-27,2015-10-29,2
"P1-T810",1,810,2016-06-26,2016-06-25,-1
"P1-T812",1,812,2016-06-26,2016-06-25,-1
"P1-T811",1,811,2016-05-27,2016-05-26,-1
"P1-T849",1,849,2015-11-12,2015-11-16,4
"P0-T1723",0,1723,2014-05-04,2014-05-03,-1
"P0-T1721",0,1721,2014-03-07,2014-03-06,-1
"P0-T1722",0,1722,2014-02-15,2014-02-16,1
"P0-T1725",0,1725,2014-07-23,2014-08-17,25
"P0-T1732",0,1732,2014-06-01,2014-05-31,-1
"P0-T1709",0,1709,2014-05-03,2014-05-02,-1
"P1-T865",1,865,2015-11-06,2015-11-09,3
"P1-T864",1,864,2016-02-02,2016-02-01,-1
"P1-T868",1,868,2015-11-05,2015-11-15,10
"P0-T1701",0,1701,2014-03-02,2014-03-01,-1
"P0-T1700",0,1700,2014-03-19,2014-03-18,-1
"P0-T1705",0,1705,2014-02-18,2014-02-17,-1
"P1-T863",1,863,2015-11-12,2015-11-21,9
"P0-T1703",0,1703,2014-06-28,2014-06-27,-1
"P0-T1704",0,1704,2014-02-18,2014-02-17,-1
"P0-T1718",0,1718,2014-03-05,2014-03-04,-1
"P1-T858",1,858,2016-01-10,2016-01-09,-1
"P1-T857",1,857,2015-11-09,2015-11-13,4
"P0-T1712",0,1712,2014-02-14,2014-02-23,9
"P0-T1710",0,1710,2014-02-24,2014-02-23,-1
"P0-T1711",0,1711,2014-02-12,2014-02-11,-1
"P1-T2642",1,2642,2017-03-13,2017-03-12,-1
"P1-T2643",1,2643,2016-12-29,2016-12-30,1
"P1-T3973",1,3973,2017-08-07,2017-08-09,2
"P1-T3980",1,3980,2017-09-04,2017-09-03,-1
"P1-T3982",1,3982,2017-08-12,2017-10-09,58
"P1-T2653",1,2653,2016-12-12,2016-12-17,5
"P1-T2654",1,2654,2016-12-20,2016-12-21,1
"P1-T2655",1,2655,2017-01-05,2017-01-11,6
"P1-T2656",1,2656,2016-12-22,2016-12-21,-1
"P1-T2657",1,2657,2016-12-16,2016-12-28,12
"P1-T758",1,758,2015-10-15,2015-10-17,2
"P1-T2660",1,2660,2016-12-29,2016-12-28,-1
"P1-T2661",1,2661,2017-01-06,2017-01-05,-1
"P1-T788",1,788,2016-06-24,2016-06-23,-1
"P1-T1341",1,1341,2016-02-27,2016-03-07,9
"P1-T786",1,786,2015-10-24,2015-10-23,-1
"P1-T785",1,785,2015-10-24,2015-11-01,8
"P1-T1343",1,1343,2016-09-21,2016-09-20,-1
"P1-T1344",1,1344,2016-02-28,2016-02-27,-1
"P1-T1345",1,1345,2016-02-28,2016-02-27,-1
"P1-T1346",1,1346,2016-03-09,2016-03-11,2
"P1-T1348",1,1348,2016-03-29,2016-04-07,9
"P1-T1349",1,1349,2016-07-08,2016-07-07,-1
"P1-T778",1,778,2016-02-18,2016-02-17,-1
"P1-T771",1,771,2017-05-10,2018-04-28,353
"P1-T770",1,770,2016-05-26,2016-05-25,-1
"P1-T2681",1,2681,2016-12-27,2017-01-01,5
"P1-T1351",1,1351,2016-03-03,2016-03-09,6
"P1-T2682",1,2682,2017-04-16,2017-04-15,-1
"P1-T1352",1,1352,2016-04-01,2016-03-31,-1
"P1-T772",1,772,2015-10-29,2015-11-01,3
"P1-T2683",1,2683,2016-12-23,2016-12-24,1
"P1-T1353",1,1353,2016-03-02,2016-03-05,3
"P1-T2684",1,2684,2017-03-18,2017-03-17,-1
"P1-T1354",1,1354,2016-03-20,2016-05-06,47
"P1-T2685",1,2685,2016-12-26,2016-12-25,-1
"P1-T1355",1,1355,2016-03-18,2016-04-01,14
"P1-T2686",1,2686,2016-12-12,2016-12-18,6
